1.01 	7.96 	9.75 	1
0.86 	9.23 	1.19 	1
0.76 	8.81 	2.01 	1
0.84 	9.24 	3.10 	1
1.19 	8.95 	4.21 	1
1.08 	8.78 	4.96 	1
0.77 	8.75 	6.05 	1
1.00 	9.06 	7.10 	1
1.13 	8.83 	8.04 	1
1.01 	8.94 	8.93 	1
1.17 	8.87 	9.83 	1
1.00 	9.90 	0.85 	1
0.92 	10.23 	2.14 	1
0.84 	9.98 	3.02 	1
1.00 	9.96 	3.91 	1
0.81 	9.85 	4.97 	1
0.78 	10.09 	5.96 	1
0.79 	9.95 	7.00 	1
0.84 	10.04 	8.25 	1
1.12 	10.08 	8.98 	1
1.01 	9.85 	10.16 	1
2.14 	1.07 	0.82 	1
1.92 	0.81 	1.85 	1
2.12 	1.05 	2.80 	1
2.17 	0.96 	4.10 	1
1.90 	1.10 	5.16 	1
1.95 	1.08 	5.82 	1
1.94 	0.96 	7.04 	1
1.97 	0.87 	8.19 	1
1.96 	1.22 	8.93 	1
1.96 	1.17 	10.12 	1
1.98 	2.15 	0.76 	1
2.25 	2.00 	2.21 	0
2.06 	1.89 	2.94 	0
2.20 	2.11 	3.85 	0
2.17 	1.85 	4.76 	0
1.79 	1.91 	6.05 	0
2.17 	2.22 	7.11 	0
2.14 	1.90 	8.03 	0
2.06 	2.20 	8.93 	0
2.13 	2.10 	10.18 	1
1.92 	3.05 	1.02 	1
1.90 	3.09 	2.11 	0
2.01 	2.90 	3.19 	0
2.04 	3.05 	3.86 	0
2.24 	3.17 	4.98 	0
2.07 	3.25 	5.83 	0
1.78 	3.08 	6.84 	0
2.17 	3.10 	8.14 	0
1.77 	2.87 	8.80 	0
1.78 	2.89 	10.11 	1
2.25 	3.94 	1.07 	1
2.06 	4.17 	2.14 	0
1.90 	3.96 	2.82 	0
2.23 	3.97 	4.11 	0
1.89 	4.00 	5.14 	0
1.96 	3.84 	6.10 	0
1.85 	4.08 	7.01 	0
2.17 	4.10 	7.86 	0
2.15 	4.15 	8.77 	0
2.17 	4.00 	10.24 	1
2.13 	4.97 	1.13 	1
1.98 	4.76 	2.02 	0
2.08 	4.93 	2.99 	0
1.78 	4.90 	4.14 	0
2.05 	4.82 	5.19 	0
1.77 	4.99 	5.88 	0
2.22 	5.01 	6.84 	0
1.89 	5.20 	8.19 	0
1.90 	5.06 	8.79 	0
2.08 	5.11 	10.00 	1
1.94 	5.92 	0.96 	1
2.07 	5.83 	1.84 	0
1.92 	5.88 	3.10 	0
2.05 	5.89 	4.10 	0
2.17 	6.21 	5.02 	0
2.09 	6.06 	6.24 	0
1.90 	5.79 	7.23 	0
1.88 	6.04 	8.16 	0
2.03 	5.82 	9.17 	0
1.91 	5.98 	9.93 	1
2.04 	6.98 	1.14 	1
1.96 	6.84 	2.10 	0
2.15 	7.02 	2.77 	0
2.05 	7.07 	3.93 	0
1.83 	7.06 	5.20 	0
1.77 	7.09 	5.79 	0
1.89 	7.19 	6.84 	0
2.05 	6.83 	7.98 	0
1.90 	6.87 	8.95 	0
2.05 	7.14 	10.17 	1
1.93 	7.96 	1.15 	1
2.03 	8.02 	1.80 	0
2.17 	8.19 	2.79 	0
1.93 	7.84 	4.04 	0
1.75 	7.95 	4.91 	0
1.78 	8.01 	6.08 	0
1.77 	7.97 	7.07 	0
2.01 	7.79 	8.06 	0
2.22 	8.14 	9.07 	0
2.07 	7.89 	10.19 	1
2.13 	9.01 	1.22 	1
2.05 	9.08 	1.90 	0
2.11 	8.86 	2.99 	0
2.08 	9.12 	3.89 	0
2.24 	9.05 	5.06 	0
2.04 	8.90 	6.05 	0
2.19 	9.15 	7.10 	0
1.82 	9.05 	8.22 	0
2.13 	8.95 	9.08 	0
2.21 	9.20 	10.06 	1
1.91 	10.12 	0.81 	1
2.21 	10.04 	2.05 	1
1.84 	10.00 	3.05 	1
1.79 	9.94 	4.24 	1
1.77 	10.00 	4.81 	1
2.09 	10.08 	6.22 	1
2.05 	10.20 	7.03 	1
1.91 	10.05 	8.01 	1
1.89 	9.89 	9.17 	1
1.98 	10.17 	10.00 	1
3.16 	0.82 	0.79 	1
2.78 	0.97 	1.94 	1
2.80 	0.98 	2.96 	1
2.94 	0.93 	3.88 	1
2.97 	1.20 	5.06 	1
2.85 	1.24 	6.10 	1
2.91 	1.09 	6.91 	1
2.96 	1.22 	7.90 	1
3.04 	0.79 	9.13 	1
2.88 	0.90 	9.78 	1
3.07 	1.90 	1.20 	1
2.97 	2.14 	1.85 	0
2.95 	2.16 	2.98 	0
3.22 	1.79 	4.06 	0
2.87 	2.09 	4.99 	0
3.21 	2.04 	6.17 	0
3.24 	2.09 	7.06 	0
2.91 	2.18 	8.03 	0
3.10 	2.24 	8.80 	0
3.18 	2.03 	9.94 	1
2.88 	2.84 	0.95 	1
3.08 	2.96 	1.80 	0
3.19 	2.97 	2.95 	0
2.81 	3.12 	3.99 	0
3.20 	3.03 	4.97 	0
3.09 	3.11 	6.20 	0
2.99 	3.12 	6.95 	0
2.76 	2.77 	8.04 	0
3.14 	3.22 	9.13 	0
2.79 	3.14 	10.10 	1
3.16 	3.76 	0.82 	1
2.80 	3.78 	1.76 	0
3.21 	3.91 	3.02 	0
3.18 	3.89 	4.18 	0
2.78 	4.04 	4.90 	0
2.90 	3.77 	5.88 	0
2.81 	3.80 	6.99 	0
3.10 	3.88 	8.08 	0
2.76 	3.85 	9.05 	0
2.97 	3.81 	10.05 	1
3.06 	5.14 	0.78 	1
3.21 	4.85 	2.10 	0
2.83 	5.24 	2.80 	0
3.12 	5.12 	4.24 	0
2.77 	4.93 	4.83 	0
2.98 	4.85 	5.90 	0
3.03 	5.05 	6.77 	0
2.84 	4.79 	8.17 	0
3.15 	4.85 	8.76 	0
2.98 	4.76 	10.12 	1
2.94 	5.94 	1.14 	1
3.25 	6.07 	2.10 	0
2.78 	5.81 	2.86 	0
3.03 	5.90 	3.82 	0
3.01 	6.02 	4.76 	0
3.15 	5.82 	6.21 	0
3.13 	6.20 	6.98 	0
3.00 	6.19 	7.87 	0
2.96 	5.84 	9.12 	0
3.02 	6.24 	9.82 	1
3.19 	6.76 	1.09 	1
3.22 	6.85 	2.11 	0
3.06 	6.95 	2.97 	0
2.94 	6.80 	4.16 	0
3.24 	7.08 	4.97 	0
2.84 	7.05 	6.16 	0
2.85 	7.13 	6.86 	0
3.07 	7.16 	8.14 	0
2.79 	6.92 	8.81 	0
2.88 	7.04 	9.99 	1
2.96 	8.12 	1.08 	1
3.22 	7.96 	1.85 	0
3.11 	8.08 	2.79 	0
2.98 	7.92 	3.98 	0
2.90 	7.87 	4.87 	0
2.96 	7.94 	6.03 	0
3.12 	7.96 	6.84 	0
2.89 	8.03 	7.75 	0
3.15 	7.76 	9.01 	0
2.93 	8.07 	10.11 	1
3.17 	8.82 	0.77 	1
2.97 	8.95 	2.16 	0
3.13 	8.84 	3.11 	0
3.14 	8.99 	4.00 	0
3.13 	9.12 	5.09 	0
3.14 	8.85 	5.80 	0
3.09 	9.20 	6.77 	0
2.88 	9.14 	7.80 	0
3.18 	9.22 	9.12 	0
2.88 	8.77 	10.06 	1
2.90 	9.87 	0.86 	1
3.08 	9.88 	2.00 	1
3.21 	10.16 	2.83 	1
3.01 	10.02 	4.13 	1
2.76 	10.19 	5.08 	1
2.81 	9.81 	6.22 	1
3.19 	9.88 	7.09 	1
2.97 	10.01 	8.08 	1
2.90 	10.17 	8.82 	1
3.14 	9.94 	9.95 	1
4.14 	1.19 	1.16 	1
3.84 	0.79 	1.82 	1
4.20 	1.21 	2.94 	1
3.96 	1.17 	4.17 	1
3.94 	0.78 	4.84 	1
4.13 	0.95 	6.03 	1
4.12 	0.83 	7.18 	1
3.98 	1.15 	8.15 	1
4.20 	1.07 	8.95 	1
4.10 	0.99 	10.12 	1
4.15 	1.88 	1.03 	1
4.00 	2.11 	1.86 	0
3.90 	2.08 	2.92 	0
3.76 	1.91 	3.96 	0
3.84 	1.93 	5.08 	0
3.97 	1.94 	5.90 	0
3.87 	1.86 	7.00 	0
4.12 	1.90 	8.03 	0
4.10 	1.95 	8.95 	0
4.10 	2.00 	9.83 	1
3.89 	2.83 	0.98 	1
4.10 	2.90 	2.12 	0
4.17 	3.20 	2.80 	0
3.86 	2.80 	4.16 	0
3.90 	3.02 	5.03 	0
3.81 	2.89 	5.98 	0
3.83 	2.95 	7.01 	0
4.25 	2.76 	7.98 	0
3.87 	2.80 	9.06 	0
3.79 	2.83 	9.96 	1
4.08 	4.06 	1.14 	1
4.11 	4.22 	2.03 	0
4.18 	3.94 	2.91 	0
3.86 	3.82 	4.00 	0
3.80 	3.82 	5.04 	0
3.90 	4.04 	6.04 	0
3.85 	3.82 	6.78 	0
4.19 	4.00 	8.01 	0
3.75 	3.83 	8.79 	0
3.86 	4.17 	10.02 	1
4.16 	4.81 	1.07 	1
4.12 	5.24 	2.20 	0
3.92 	4.95 	3.02 	0
3.99 	5.22 	4.15 	0
4.17 	5.09 	5.11 	0
3.99 	5.13 	5.83 	0
4.09 	5.15 	7.04 	0
4.20 	5.02 	8.01 	0
4.14 	5.08 	8.92 	0
3.92 	5.17 	9.77 	1
4.00 	6.25 	0.80 	1
4.13 	5.88 	2.12 	0
3.99 	5.81 	3.22 	0
3.95 	5.94 	3.98 	0
4.02 	6.17 	5.25 	0
3.89 	5.93 	5.93 	0
4.11 	6.01 	6.77 	0
3.83 	6.08 	8.00 	0
4.15 	5.82 	9.11 	0
3.80 	6.21 	10.00 	1
3.87 	7.06 	1.06 	1
3.79 	7.25 	1.82 	0
3.95 	7.08 	2.91 	0
3.97 	7.09 	4.07 	0
4.04 	7.04 	5.13 	0
4.10 	6.99 	6.18 	0
3.95 	6.75 	7.02 	0
4.13 	6.76 	8.09 	0
4.13 	7.04 	9.18 	0
4.16 	7.15 	9.84 	1
4.12 	7.96 	0.79 	1
4.13 	8.23 	1.88 	0
4.13 	8.13 	2.95 	0
4.20 	8.23 	3.93 	0
3.90 	7.90 	4.83 	0
4.23 	7.91 	6.22 	0
3.89 	8.03 	7.23 	0
3.97 	7.97 	7.90 	0
4.02 	7.80 	9.05 	0
4.19 	8.04 	10.16 	1
4.10 	8.91 	0.97 	1
3.77 	8.85 	2.06 	0
3.99 	9.00 	2.97 	0
4.16 	9.12 	4.05 	0
3.78 	8.99 	5.01 	0
4.23 	9.13 	5.95 	0
4.17 	8.99 	6.79 	0
4.06 	8.76 	8.17 	0
4.19 	9.22 	9.02 	0
4.12 	9.16 	9.90 	1
4.22 	10.11 	1.09 	1
4.22 	9.83 	1.85 	1
3.87 	9.99 	2.96 	1
3.89 	10.23 	4.03 	1
4.24 	9.77 	5.04 	1
3.91 	9.87 	5.91 	1
3.92 	9.84 	6.88 	1
3.84 	9.98 	7.82 	1
3.84 	10.00 	8.80 	1
4.08 	9.78 	10.00 	1
5.21 	1.08 	1.02 	1
5.22 	1.14 	1.91 	1
5.11 	1.24 	3.12 	1
5.04 	0.96 	4.17 	1
4.95 	0.77 	4.87 	1
5.12 	1.17 	6.11 	1
4.87 	0.89 	7.01 	1
4.93 	1.09 	8.14 	1
5.09 	1.18 	9.16 	1
5.12 	1.19 	10.13 	1
5.23 	2.06 	0.84 	1
4.86 	1.81 	2.14 	0
4.87 	1.86 	3.08 	0
5.11 	2.16 	4.13 	0
5.11 	2.23 	4.91 	0
4.81 	2.18 	5.99 	0
5.01 	2.03 	6.77 	0
5.14 	1.77 	8.18 	0
4.98 	1.76 	9.21 	0
4.98 	2.04 	9.97 	1
4.84 	2.98 	0.89 	1
4.95 	2.91 	2.06 	0
4.76 	2.87 	2.77 	0
4.95 	2.90 	4.18 	0
5.01 	3.04 	5.23 	0
5.23 	3.00 	6.16 	0
5.12 	2.81 	6.79 	0
4.90 	3.19 	7.94 	0
5.12 	2.80 	8.79 	0
5.07 	3.23 	10.01 	1
5.02 	3.91 	1.23 	1
4.90 	3.89 	2.09 	0
5.24 	3.76 	3.06 	0
4.83 	4.08 	3.99 	0
5.06 	4.05 	4.82 	0
5.18 	3.98 	6.13 	0
5.12 	3.97 	7.12 	0
4.80 	3.81 	8.25 	0
4.97 	3.90 	9.00 	0
5.19 	4.12 	9.85 	1
4.93 	4.93 	1.00 	1
4.96 	5.13 	1.89 	0
4.81 	4.97 	2.98 	0
5.21 	5.00 	4.15 	0
4.89 	4.93 	4.76 	0
5.09 	4.96 	6.25 	0
4.90 	4.85 	6.84 	0
5.21 	5.06 	8.01 	0
4.78 	4.98 	9.08 	0
4.84 	5.01 	9.98 	1
4.87 	5.88 	0.90 	1
5.05 	6.24 	2.19 	0
4.98 	6.04 	3.20 	0
4.92 	6.04 	4.03 	0
5.10 	6.04 	4.97 	0
4.83 	6.08 	6.17 	0
4.82 	6.23 	6.83 	0
5.24 	6.02 	7.96 	0
4.98 	6.05 	8.83 	0
4.93 	6.23 	9.78 	1
4.89 	6.91 	1.09 	1
5.11 	6.93 	2.10 	0
4.99 	7.06 	2.94 	0
4.90 	6.92 	3.81 	0
4.94 	7.05 	4.92 	0
4.96 	7.00 	5.79 	0
5.02 	7.01 	6.89 	0
4.87 	6.83 	8.12 	0
4.93 	6.96 	9.16 	0
4.88 	7.18 	10.16 	1
5.25 	8.17 	0.86 	1
4.77 	7.92 	1.94 	0
5.14 	8.15 	3.14 	0
4.85 	8.01 	4.06 	0
5.12 	7.95 	4.97 	0
4.85 	8.07 	5.99 	0
4.85 	8.10 	7.11 	0
5.08 	8.12 	8.09 	0
5.18 	8.03 	8.92 	0
4.94 	7.78 	10.09 	1
5.06 	8.77 	1.11 	1
5.18 	9.22 	1.87 	0
4.87 	9.15 	3.15 	0
5.19 	9.19 	4.08 	0
5.01 	8.85 	5.04 	0
5.10 	9.21 	6.13 	0
5.06 	8.86 	7.06 	0
5.24 	9.19 	7.96 	0
4.98 	9.23 	8.75 	0
5.05 	8.95 	9.97 	1
5.15 	9.99 	0.77 	1
5.07 	9.98 	2.04 	1
5.17 	9.88 	3.15 	1
4.87 	10.16 	3.90 	1
4.76 	10.16 	5.11 	1
5.09 	10.19 	5.89 	1
5.18 	10.19 	7.16 	1
4.92 	9.82 	7.81 	1
4.87 	10.12 	8.83 	1
4.98 	9.77 	10.20 	1
6.10 	0.84 	1.05 	1
5.99 	0.83 	1.78 	1
5.77 	0.83 	2.88 	1
6.24 	0.82 	3.76 	1
6.20 	1.05 	4.80 	1
5.94 	0.84 	6.11 	1
6.03 	0.84 	7.04 	1
5.88 	1.14 	7.85 	1
5.86 	1.16 	8.94 	1
5.84 	0.89 	9.77 	1
5.90 	2.11 	1.12 	1
6.21 	2.18 	1.89 	0
5.76 	1.78 	2.86 	0
5.95 	2.06 	3.80 	0
5.99 	2.05 	5.10 	0
5.84 	2.06 	5.94 	0
5.89 	1.86 	7.12 	0
6.12 	1.94 	7.87 	0
5.96 	1.90 	9.05 	0
5.75 	1.84 	10.17 	1
6.21 	2.77 	1.21 	1
6.15 	2.96 	1.85 	0
6.08 	3.15 	2.90 	0
5.91 	3.14 	3.97 	0
5.86 	2.82 	4.97 	0
5.84 	3.24 	5.97 	0
6.11 	3.19 	7.00 	0
6.12 	3.17 	7.77 	0
6.06 	3.08 	9.21 	0
6.05 	3.05 	9.93 	1
6.01 	3.82 	0.77 	1
6.21 	4.22 	1.88 	0
5.78 	4.10 	2.83 	0
5.82 	3.75 	4.07 	0
6.23 	3.99 	5.10 	0
6.13 	4.02 	6.23 	0
6.24 	4.11 	6.98 	0
5.87 	3.79 	8.23 	0
5.88 	4.17 	9.12 	0
5.94 	4.13 	10.09 	1
5.79 	4.83 	1.13 	1
5.92 	5.15 	2.11 	0
6.21 	4.97 	2.77 	0
6.13 	5.07 	3.89 	0
5.91 	4.97 	5.18 	0
6.06 	4.93 	6.25 	0
6.20 	5.17 	6.85 	0
6.18 	4.91 	8.08 	0
6.23 	5.22 	8.91 	0
6.14 	4.95 	10.07 	1
6.05 	6.22 	0.82 	1
6.21 	6.19 	2.01 	0
6.04 	5.76 	2.78 	0
6.13 	5.99 	4.17 	0
6.12 	6.10 	5.04 	0
5.81 	6.00 	6.18 	0
5.89 	5.94 	6.97 	0
6.02 	6.18 	7.88 	0
5.93 	6.12 	8.77 	0
5.86 	5.77 	10.10 	1
6.00 	6.95 	0.79 	1
5.79 	6.75 	2.12 	0
5.82 	7.19 	3.03 	0
5.90 	6.78 	3.88 	0
5.78 	6.80 	5.01 	0
5.89 	6.99 	5.97 	0
5.91 	6.75 	6.91 	0
6.10 	6.99 	8.24 	0
6.04 	6.86 	9.11 	0
6.08 	7.25 	9.79 	1
6.19 	7.84 	1.24 	1
5.97 	8.17 	1.89 	0
6.01 	8.04 	2.80 	0
6.24 	7.77 	4.06 	0
5.83 	7.88 	4.98 	0
6.19 	7.75 	6.25 	0
5.99 	8.07 	7.03 	0
6.12 	7.92 	7.97 	0
5.79 	7.77 	8.93 	0
6.20 	7.94 	9.76 	1
6.10 	8.85 	1.23 	1
5.85 	9.03 	2.22 	0
5.91 	8.77 	3.17 	0
6.17 	8.91 	3.91 	0
6.22 	9.03 	5.13 	0
6.07 	8.96 	6.20 	0
6.13 	9.16 	6.83 	0
5.83 	8.85 	8.25 	0
5.83 	9.08 	9.01 	0
6.02 	8.88 	9.92 	1
5.96 	10.10 	1.14 	1
5.76 	10.04 	2.21 	1
6.10 	10.00 	2.76 	1
5.81 	9.92 	3.91 	1
6.21 	9.75 	4.76 	1
5.81 	10.13 	6.00 	1
5.78 	10.22 	7.11 	1
6.00 	10.23 	7.95 	1
6.21 	9.81 	8.81 	1
5.93 	9.84 	10.15 	1
6.86 	1.14 	1.22 	1
6.85 	0.95 	1.95 	1
7.16 	0.92 	3.03 	1
6.80 	1.10 	3.96 	1
6.96 	0.98 	5.23 	1
6.78 	0.87 	6.11 	1
7.21 	0.85 	6.89 	1
6.81 	1.02 	8.00 	1
6.86 	0.85 	9.18 	1
6.86 	1.10 	9.90 	1
6.92 	1.75 	1.07 	1
7.15 	2.09 	1.91 	0
7.05 	1.87 	2.91 	0
7.05 	1.92 	4.05 	0
6.82 	1.94 	5.06 	0
7.04 	2.11 	6.07 	0
7.04 	1.89 	6.96 	0
7.05 	1.91 	8.24 	0
6.80 	2.03 	9.02 	0
7.06 	2.21 	9.89 	1
6.80 	2.88 	1.08 	1
7.01 	3.10 	1.83 	0
7.16 	2.80 	3.07 	0
6.95 	3.22 	3.97 	0
6.83 	2.94 	5.17 	0
6.93 	3.24 	6.17 	0
7.09 	2.93 	6.93 	0
6.94 	2.84 	7.89 	0
6.93 	3.01 	9.07 	0
7.11 	2.87 	10.22 	1
6.89 	4.17 	0.96 	1
7.14 	4.05 	1.83 	0
6.89 	4.20 	3.23 	0
7.08 	3.88 	3.95 	0
7.02 	3.83 	5.21 	0
7.08 	3.82 	6.19 	0
7.05 	4.01 	6.91 	0
7.25 	4.20 	7.90 	0
7.04 	4.06 	8.91 	0
6.90 	4.13 	9.81 	1
6.77 	4.96 	0.96 	1
7.13 	4.88 	2.24 	0
6.81 	5.19 	3.11 	0
7.05 	4.92 	3.77 	0
6.97 	4.91 	4.79 	0
7.13 	5.09 	5.75 	0
7.25 	4.97 	7.22 	0
6.87 	4.88 	7.81 	0
6.81 	5.02 	9.06 	0
7.03 	5.22 	10.23 	1
6.92 	6.24 	1.06 	1
7.15 	6.10 	2.11 	0
6.92 	6.15 	3.10 	0
6.98 	5.96 	3.84 	0
6.75 	6.13 	4.98 	0
7.09 	5.97 	5.89 	0
6.96 	5.99 	7.03 	0
7.12 	6.21 	8.05 	0
6.81 	5.99 	8.94 	0
6.77 	6.01 	9.96 	1
6.77 	6.96 	0.96 	1
6.84 	6.97 	2.13 	0
7.21 	6.95 	3.20 	0
6.97 	6.96 	3.83 	0
6.90 	7.09 	5.08 	0
7.07 	7.00 	6.16 	0
7.18 	7.11 	7.25 	0
7.20 	7.20 	7.88 	0
6.77 	6.78 	8.87 	0
6.88 	7.01 	9.79 	1
6.86 	8.13 	1.18 	1
6.76 	7.88 	2.16 	0
7.18 	7.85 	2.98 	0
6.96 	8.07 	4.04 	0
7.13 	7.99 	5.04 	0
7.09 	7.88 	5.78 	0
7.02 	7.94 	7.05 	0
7.09 	8.18 	7.83 	0
6.77 	8.12 	9.08 	0
6.91 	8.11 	9.97 	1
7.15 	9.21 	0.90 	1
6.99 	8.80 	1.99 	0
6.85 	8.94 	3.25 	0
7.01 	8.80 	4.14 	0
6.97 	8.87 	4.91 	0
6.79 	9.25 	5.89 	0
7.12 	8.76 	6.94 	0
7.08 	9.01 	7.82 	0
6.80 	9.03 	8.80 	0
7.06 	8.77 	9.76 	1
6.84 	10.10 	1.07 	1
7.03 	10.09 	2.21 	1
7.08 	10.21 	2.89 	1
6.90 	10.06 	4.22 	1
7.05 	10.13 	5.20 	1
7.08 	9.87 	5.81 	1
7.12 	9.89 	6.79 	1
6.93 	10.19 	8.10 	1
6.95 	10.16 	8.78 	1
6.83 	10.04 	9.83 	1
8.25 	1.13 	1.08 	1
8.13 	0.85 	2.04 	1
8.01 	1.24 	2.90 	1
7.90 	1.12 	4.15 	1
8.05 	1.19 	5.20 	1
8.14 	0.91 	5.94 	1
7.96 	0.93 	6.76 	1
7.82 	1.21 	8.16 	1
7.99 	1.02 	9.07 	1
7.86 	0.89 	9.92 	1
7.77 	1.84 	0.81 	1
7.91 	2.13 	1.80 	0
8.01 	1.80 	2.78 	0
7.91 	1.83 	3.79 	0
7.99 	2.18 	5.03 	0
8.05 	2.14 	6.11 	0
8.11 	2.18 	7.14 	0
7.87 	1.95 	7.85 	0
7.86 	1.94 	9.01 	0
8.08 	1.78 	10.03 	1
8.05 	3.17 	0.86 	1
7.76 	2.75 	1.85 	0
8.11 	3.21 	2.85 	0
8.06 	2.89 	3.90 	0
7.81 	2.83 	4.76 	0
8.20 	2.94 	6.10 	0
8.21 	3.21 	6.92 	0
8.20 	3.06 	8.05 	0
8.13 	3.10 	8.89 	0
8.25 	3.05 	9.82 	1
7.98 	3.79 	1.14 	1
7.92 	3.98 	2.19 	0
7.94 	3.95 	3.18 	0
7.76 	3.79 	3.84 	0
8.04 	4.06 	5.05 	0
7.95 	3.80 	5.89 	0
7.77 	4.18 	7.02 	0
8.02 	3.76 	8.23 	0
7.83 	3.90 	9.09 	0
8.02 	4.21 	9.94 	1
8.03 	5.00 	1.03 	1
8.20 	4.90 	2.03 	0
7.77 	4.98 	2.84 	0
7.90 	5.15 	3.79 	0
7.77 	4.77 	4.79 	0
8.13 	4.77 	6.00 	0
8.23 	5.04 	6.83 	0
8.15 	5.17 	7.89 	0
8.22 	5.05 	9.16 	0
8.25 	4.94 	9.81 	1
8.25 	5.91 	1.13 	1
7.98 	5.91 	2.22 	0
7.84 	6.00 	2.92 	0
8.12 	5.96 	4.10 	0
7.76 	6.17 	4.80 	0
7.81 	5.84 	5.97 	0
8.16 	6.21 	6.83 	0
7.80 	6.21 	8.05 	0
7.87 	6.19 	9.07 	0
8.09 	5.89 	10.22 	1
7.78 	6.89 	0.88 	1
8.04 	7.11 	1.79 	0
7.90 	6.88 	3.04 	0
7.93 	6.98 	4.21 	0
7.81 	7.23 	4.75 	0
8.13 	7.06 	5.78 	0
8.10 	6.75 	6.89 	0
7.75 	7.07 	7.80 	0
8.05 	7.21 	9.19 	0
8.09 	6.78 	10.23 	1
8.22 	8.02 	1.05 	1
8.17 	7.85 	2.07 	0
8.06 	7.87 	2.79 	0
8.07 	7.78 	4.21 	0
7.90 	8.02 	5.14 	0
7.85 	8.13 	6.08 	0
8.00 	8.11 	7.06 	0
8.24 	8.24 	7.97 	0
7.96 	8.00 	8.95 	0
7.99 	7.80 	9.83 	1
8.04 	9.16 	0.89 	1
8.25 	9.14 	1.93 	0
8.11 	8.94 	2.92 	0
7.83 	8.97 	4.01 	0
8.23 	8.99 	5.08 	0
8.13 	9.17 	6.17 	0
7.88 	9.10 	6.88 	0
7.75 	9.00 	8.08 	0
8.02 	9.08 	9.10 	0
8.07 	8.78 	9.82 	1
8.00 	10.06 	1.03 	1
8.11 	10.06 	2.07 	1
7.91 	10.02 	3.14 	1
7.96 	9.82 	4.13 	1
7.95 	9.93 	4.79 	1
7.90 	10.04 	5.76 	1
8.13 	9.94 	6.85 	1
7.78 	9.79 	8.07 	1
7.87 	10.20 	8.79 	1
8.04 	9.88 	10.12 	1
8.80 	1.24 	1.07 	1
8.91 	1.07 	2.19 	1
9.06 	0.81 	2.90 	1
9.16 	0.84 	4.16 	1
8.90 	0.82 	4.94 	1
8.89 	0.81 	6.14 	1
8.79 	1.06 	7.07 	1
9.18 	1.15 	8.14 	1
8.98 	1.23 	8.83 	1
8.87 	0.80 	10.05 	1
8.77 	1.88 	1.24 	1
8.97 	1.88 	2.23 	0
8.96 	1.96 	3.22 	0
9.24 	2.09 	4.22 	0
8.94 	1.94 	5.01 	0
8.81 	1.78 	5.87 	0
8.99 	1.80 	6.84 	0
9.24 	2.16 	7.93 	0
8.92 	1.93 	8.94 	0
9.23 	1.86 	9.77 	1
9.07 	3.19 	0.92 	1
8.77 	3.04 	1.80 	0
8.89 	2.97 	2.80 	0
